	Restaurant	Food restrictions	Menu	Menu Eng
1563	Malati	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | Special Soup (L) : Kermainen kana ja katkarapu kookoskeitto	Starters | Special Soup (L): creamy chicken and shrimp coconut soup
1564	Malati	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | Baigan Masala (L, V) : Paistettua munakoisoa, tomaatti, inkivääri, sipuli, valkosipuli masalakastikkeessa	Mains / Baigan Masala (L, V): fried eggplant, tomato, ginger, onion, garlic in masala sauce
1565	Malati	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | Chicken & Paneer Mix : Tandooriuunissa grillattua kananpaloja ja paneer-juustopaloja, cashewpähkinä, inkivääri, tomaatti kookos voi kermakastikkeessa	Mains / Chicken & Paneer Mix: grilled chicken and paneer cheese pieces in Tandoori Oven, cashew nut, ginger, tomato coconut butter in cream sauce
1566	Malati	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | Chef’s Mix Karai : Tandooriuunissa grillattua lampaan sisäfileen paloja, kanan paloja, jättikatkarapuja ja tuorejuustoa, sipuli, inkivääriä, voi tomaatti kastikkeessa	Mains / Chef's Mix Karai: grilled lamb tenderloin pieces, chicken pieces, prawns and cream cheese, onion, ginger, butter in tomato sauce
1567	The Grill	['Gluten-free', 'Vegetarian']	Salads | Kanasalaatti : Hiiligrillattu broilerin rintafilee, grillattu ananasrengas, salaatti, kirsikkatomaatti, kurkku, salaattikastike	Salads | chicken salad: charcoal grilled chicken breast fillet, grilled pineapple ring, salad, cherry tomato, cucumber, salad dressing
1568	The Grill	['Gluten-free', 'Vegetarian']	Salads | Halloumijuustosalaatti : Paneroitu halloumijuustoa, salaatti, kirsikkatomaatti, kurkku, salaattikastike	Salads / Halloumi Cheese Salad: breaded halloumi cheese, salad, cherry tomato, cucumber, salad dressing
1569	The Grill	['Gluten-free', 'Vegetarian']	Salads | Vuohenjuustosalaatti : Paneroitu vuohenjuusto, salaatti, kirsikkatomaatti, kurkku, salaattikastike	Salads | Goat Cheese Salad: breaded goat cheese, salad, cherry tomato, cucumber, salad dressing
1570	The Grill	['Gluten-free', 'Vegetarian']	Mains | Shish kebab : 2 x hiiligrillattua lammas-naudanjauhelihavarrasta, grillatuja kasviksia sekä valinnainen lisuke.	Mains / Shish kebab: 2 x charcoal grilled lamb and beef skewers, grilled vegetables and optional side dish.
1571	The Grill	['Gluten-free', 'Vegetarian']	Mains | Lammasvartaat : 2 x hiiligrillattua lammasvarrasta, grillattuja kasviksia sekä valinnainen lisuke.	Mains / Lamb Skewers: 2 x charcoal grilled lamb skewers, grilled vegetables and optional side dish.
1572	The Grill	['Gluten-free', 'Vegetarian']	Mains | Vege Grill : Hiiligrillattuja kasviksia (munakoiso, kesäkurpitsa, herkkusieni, sipuli, paprika, tomaatti) sekä valinnainen lisuke.	Mains / Vege Grill: charcoal grilled vegetables (aubergine, zucchini, mushroom, onion, paprika, tomato) and optional side dish.
1573	Seurahuone Pub Herttoniemi	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | Aurahampurilainen : 200g naudan täyslihapihvi, talon sämpylä, aurajuustoa,salaattia, tomaattia, punasipulia ja Talon majonesia. (L)	Mains / plough Burger: 200g full Beef Steak, House roll, plough cheese,lettuce, tomato, red onion and House mayones. (L)
1574	Seurahuone Pub Herttoniemi	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | Margheritapizza : Tomaattikastiketta ja mozzarellajuusto	Mains / Margheritapizza: tomato sauce and mozzarella cheese
1575	Seurahuone Pub Herttoniemi	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | Kentuckyn kanakori : Herkullisen rapeita Kentuckyn kanafileitä ja ranskanperunoita. (L)	Mains / Kentucky chicken basket: deliciously crunchy Kentucky chicken fillets and french fries. (L)
1576	Noodle Story Hertsi	['Gluten-free', 'Vegan', 'Vegetarian']	Noodles | Noodles with beef in Sichuan Mala sauce : Fresh homemade noodles with slowly simmered beef in homemade Sichuan spicy sauce, tofu, Pak Choy, shimeji mushroom, bean sprouts, with spring onions and coriander on the top.	Noodles / Noodles with beef in Sichuan Mala sauce : Fresh homemade noodles with slowly simmered beef in homemade Sichuan spicy sauce, tofu, Pak Choy, shimeji mushroom, bean sprouts, with spring onions and coriander on the top.
1577	Noodle Story Hertsi	['Gluten-free', 'Vegan', 'Vegetarian']	Noodles | Sichuan Dandan Noodles with pork : Fresh homemade noodles with pork minced pork in sesame-peanut chili sauce, Pak Choy, bean sprouts, shimeji mushrooms and preserved vegetables, with spring onions, coriander and peanut on the top.	Noodles / Sichuan Dandan Noodles with pork : Fresh homemade noodles with pork minced pork in sesame-peanut chili sauce, Pak Choy, bean sprouts, shimeji mushrooms and preserved vegetables, with spring onions, coriander and peanut on the top.
1578	Noodle Story Hertsi	['Gluten-free', 'Vegan', 'Vegetarian']	Noodles | Wonton nuudelikeitto : Tuoreita kotitekoisia nuudeleita, 8 kpl kotitekoinen Wonton (broiler ja sieni), pak choi, Shimeji-sieniä, pavunituja, kevätsipulia ja korianteria.	Noodles / Wonton noodle soup: fresh homemade noodles, 8 pieces homemade Wonton (chicken and mushroom), pak choi, Shimeji mushrooms, bean sprouts, spring onions and coriander.
1579	Akhanda Nepalilainen Ravintola	['Vegan', 'Vegetarian']	Starters | VEG SOUP : Kasviskeitto	Starters | VEG SOUP: vegetable soup
1580	Akhanda Nepalilainen Ravintola	['Vegan', 'Vegetarian']	Starters | CHICKEN SOUP : Kanakeitto	Starters | CHICKEN SOUP: Chicken Soup
1581	Akhanda Nepalilainen Ravintola	['Vegan', 'Vegetarian']	Starters | PANEER TIKKA : Marinoitua tuorejuustoa, vihreä paprikaa, sipulia ja tomaattia	Starters | PANEER TIKKA: pickled cream cheese, green peppers, onions and tomatoes
1582	Akhanda Nepalilainen Ravintola	['Vegan', 'Vegetarian']	Mains | PANEER MAKHANI	Mains / PANEER MAKHANI
1583	Akhanda Nepalilainen Ravintola	['Vegan', 'Vegetarian']	Mains | AKHANDA SPECIAL SIZZLER	Mains / AKHANDA SPECIAL SIZZLER
1584	Akhanda Nepalilainen Ravintola	['Vegan', 'Vegetarian']	Mains | TANDOORI KING PRAWN	Mains / TANDOORI KING PRAWN
1585	Akhanda Nepalilainen Ravintola	['Vegan', 'Vegetarian']	Desserts | GULAB JAMUN	Desserts / GULAB JAMUN
1586	Akhanda Nepalilainen Ravintola	['Vegan', 'Vegetarian']	Desserts | AKHANDA BANANA	Desserts | AKHANDA BANANA
1587	Akhanda Nepalilainen Ravintola	['Vegan', 'Vegetarian']	Desserts | KULFI	Desserts / KULFI
1588	Sushisama	['Gluten-free', 'Vegan', 'Vegetarian']	Platters | SUSHISAMA FAMILY PLATTER (50KPL) : Lohi Nigiri 10kpl, Grillattu Lohi Nigiri 10kpl, Avokado Nigiri 2kpl, Ebi Nigiri 4kpl, Grillattu Ebi Nigiri 4kpl, Inari Nigiri 2kpl, Lohi Futomaki 4kpl, Sesame Surimi Uramaki 9kpl, Gunkun 3kpl	Platters | SUSHISAMA FAMILY PLATTER (50pc): salmon Nigiri 10pc, grilled salmon Nigiri 10pc, avocado Nigiri 2pc, Ebi Nigiri 4pc, grilled Ebi Nigiri 4pc, Inari Nigiri 2pc, salmon Futomaki 4pc, Sesame Surimi Uramaki 9pc, Gunkun 3pc
1589	Sushisama	['Gluten-free', 'Vegan', 'Vegetarian']	Sushi | CRUNCH SURIMI URAMAKI 9KPL : Surimi, Cucumber, Fried onion with Mayonnaise Sauce and Unagi Sauce	Sushi / CRUNCH SURIMI URAMAKI 9pcs : Surimi, Cucumber, Fried onion with Mayonnaise Sauce and Unagi Sauce
1590	Sushisama	['Gluten-free', 'Vegan', 'Vegetarian']	Sushi | SESAME SURIMI URAMAKI 9KPL : Surimi, Avocado, Cheese and Sesame	Sushi / SESAME SURIMI URAMAKI 9pc : Surimi, Avocado, Cheese and Sesame
1591	Sushisama	['Gluten-free', 'Vegan', 'Vegetarian']	Sushi | GRILLATTU LOHI DRAGON URAMAKI 9KPL : Grilled Salmon, Cooked salmon, Cucumber with Mayonnaise Sauce, Unagi Sauce , Sriracha Sauce and Chives	Sushi | grilled salmon DRAGON URAMAKI 9pcs : Grilled Salmon, Cooked salmon, Cucumber with Mayonnaise Sauce, Unagi Sauce, Sriracha Sauce and Chives
1592	Sushisama	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | SUSHISAMA LOHI POKE BOWL : Marinated grave salmon, avocado, dry onion, pickled reb cabbage, mango,soybeans, seaweed,mayonnaise and sesame	Mains / SUSHISAMA salmon POKE BOWL: Marinated grave salmon, avocado, dry onion, pickled reb cabbage, mango,soybeans, seaweed, mayonnaise and sesame
1593	Sushisama	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | SUSHISAMA VEGE POKE BOWL : Inari, avocado, dry onion,pickled reb cabbage, mango,soybeans, seaweed sesame	Mains | SUSHISAMA VEGE POKE BOWL: Inari, avocado, dry onion, pickled reb cabbage, mango,soybeans, seaweed sesame
1594	El Torito Restaurant & Grill	['Vegan', 'Vegetarian']	Salads | CAESAR SALAATTI : grillattua kananrintaa, vihersalaattia, basilikaa, parmesanjuustoa, krutonkeja, caesarkastiketta ja balsamicoa	Salads / CAESAR salad: grilled chicken breast, green salad, basil, Parmesan cheese, croutons, Caesar sauce and balsamic
1595	El Torito Restaurant & Grill	['Vegan', 'Vegetarian']	Salads | VUOHENJUUSTOSALAATTI : vuohenjuustoa, vihersalaatti, basilikaa, paholaisen hilloa ja balsamicoa	Salads | goat cheese salad: goat cheese, green salad, basil, devil's jam and balsamic
1596	El Torito Restaurant & Grill	['Vegan', 'Vegetarian']	Pasta | AVOKADOPASTA (L) : avokadoa, paprikaa, valkosipulia, basilikaa ja pesto	Pasta | avocado paste (L): avocado, paprika, garlic, basil and pesto
1597	El Torito Restaurant & Grill	['Vegan', 'Vegetarian']	Pasta | RAGU PASTA (L, M) : jauheliha, bolognese - kastike	Pasta | RAGU PASTA (L, M): minced meat, bolognese sauce
1598	El Torito Restaurant & Grill	['Vegan', 'Vegetarian']	Pizza | VEGANITO : vegaaninen pesto, basilika, kirsikkatomaatti, oliivi, vegaanijuusto	Pizza / VEGANITO: vegan pesto, basil, cherry tomato, olive, vegan cheese
1599	El Torito Restaurant & Grill	['Vegan', 'Vegetarian']	Pizza | VIKING PIZZA : tomaattikastike, tonnikala, katkarapu, simpukka, valkosipuli, mozzarellaraastetta	Pizza / VIKING PIZZA: tomato sauce, tuna, shrimp, clam, garlic, grated mozzarella
1600	LoKal Food & Bar	['Gluten-free', 'Vegetarian']	Pasta | PENNE DI MARE (VL) : jättikatkarapu, sinisimpukka, aurajuusto, valkosipuli, tomaattinen kastike.	Pasta / PENNE DI MARE (VL) : Jumbo Shrimp, mussel, aura cheese, garlic, tomato sauce.
1601	LoKal Food & Bar	['Gluten-free', 'Vegetarian']	Pasta | PENNE CON POLLO  (VL) : pariloitu kana, kirsikka tomaatti,valkosipuli,  aurajuusto, pestokastike (saatavilla kermapohjaisena)	Pasta | PENNE CON POLLO (VL) : grilled chicken, cherry tomato,garlic, aura cheese, pesto sauce (available in cream-based)
1602	LoKal Food & Bar	['Gluten-free', 'Vegetarian']	Pasta | SPECIAL LOKAL PASTA (VL) : Avokado, kirsikkatomaatti, sipuli, valkosipuli, mustapippuri, bufala mozzarella, kermainen kastike.	Pasta / SPECIAL LOKAL PASTA (VL) : avocado, cherry tomato, onion, garlic, black pepper, bufala mozzarella, creamy sauce.
1603	LoKal Food & Bar	['Gluten-free', 'Vegetarian']	Burgers | CHEVRE BURGER : n. 180 g Talon jauhelihapihvi, pariloitu vuohenjuusto, paholaisen hillo, ketsuppi, hampurilaiskastike (L,G), salaatti, tomaatti, sipuli, suolakurkku, salaattikastike(L,G), sipulirengas, dippi,ranskalaiset	Burgers / CHEVRE BURGER: n. 180 g house minced steak, grilled goat's cheese, devil's jam, ketchup, burger sauce (L, G), lettuce, tomato, onion, pickles, salad dressing (L, G), onion ring, dip, fries
1604	LoKal Food & Bar	['Gluten-free', 'Vegetarian']	Burgers | CHICKEN BURGER : Broileri pihvi, currykastike (L,G), ketsuppi, hampurilaiskastike (L,G), salaatti, tomaatti,sipuli, suolakurkku, salaattikastike(L,G), sipulirengas, dippi, ranskalaiset.	Burgers | CHICKEN BURGER: chicken steak, curry sauce (L,G), ketchup, burger sauce (L,G), salad, tomato,onion, pickles, salad dressing(L,G), onion ring, dip, fries.
1605	LoKal Food & Bar	['Gluten-free', 'Vegetarian']	Burgers | LOKAL BURGER : 2 x 180 g Talon jauhelihapihvi, cheddarjuusto, hampurilaiskastike (L,G), BBQ-kastike, pekoni, ketsuppi, salaatti, tomaatti, sipuli, suolakurkku, salaattikastike (L,G), sipulirengas, dippi, ranskalaiset.	Burgers / LOKAL BURGER: 2 x 180 g house minced steak, cheddar cheese, burger sauce (L,G), BBQ sauce, bacon, ketchup, lettuce, tomato, onion, pickles, salad dressing (L,G), onion ring, dip, fries.
1606	LoKal Food & Bar	['Gluten-free', 'Vegetarian']	Vegan | VÖNER PIZZA : vöner, punasipuli, herkkusieni, kirsikkatomaatti, rucola.	Vegan / VÖNER PIZZA: vöner, red onion, mushroom, cherry tomato, arugula.
1607	LoKal Food & Bar	['Gluten-free', 'Vegetarian']	Vegan | VÖNER BURGER : vöner, tomaattikastike, vegaanijuustoa, ketsuppi, salaatti, tomaatti, sipuli, suolakurkku, salaattikastike, sipulirengas, dippi, lisuke.	Vegan / VÖNER BURGER: vöner, tomato sauce, vegan cheese, ketchup, salad, tomato, onion, pickles, salad dressing, onion ring, dip, side dish.
1608	LoKal Food & Bar	['Gluten-free', 'Vegetarian']	Vegan | VÖNER LEVYPIZZA : tomaattinen kastike, vöner, avocado, kirsikkatomaatti, rucola, oliiviölkjy, dippi ja  limelohkot.	Vegan / VÖNER plate pizza: tomato sauce, vöner, avocado, cherry tomato, arugula, olive oil, dip and lime slices.
1609	Ravintola Hansha	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | Chicken Curry : Kanan rintapaloja talon currykastikkeessa. Koristeltu inkiväärillä ja korianterilla.	Mains / Chicken Curry: chicken breasts in house curry sauce. Decorated with ginger and coriander.
1610	Ravintola Hansha	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | Chicken Chilli : Friteerattuja kananrintapaloja, paprikaa chili-soijakastikkeessa.	Mains / Chicken Chilli: fried chicken breast pieces, paprika in chili soy sauce.
1611	Ravintola Hansha	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | Lam Masala : Lampaanfilepaloja, sipulia, inkivääriä, valkosipulia curry-masalakastikkeessa.	Mains / Lam Masala: lamb fillet, onion, ginger, garlic in curry masala sauce.
1612	Ravintola Hansha	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | Butter Chicken : Tandoori-marinoitua kanaa, tuore tomaatti-voi-kermakastikkeessa.	Mains / Butter Chicken: Tandoori marinated chicken, fresh in tomato-butter-cream sauce.
1613	Ravintola Hansha	['Gluten-free', 'Vegan', 'Vegetarian']	Desserts | Vaniljajäätelö	Desserts / Vanilla Ice Cream
1614	Ravintola Hansha	['Gluten-free', 'Vegan', 'Vegetarian']	Desserts | Syau Bhuteko : Voissa paistettu omena nepalilaiseen tapaan hunajan ja vaniljajäätelön kera	Desserts / Syau Bhuteko: Apple baked in butter Nepali way with honey and vanilla ice cream
1615	Ravintola Hansha	['Gluten-free', 'Vegan', 'Vegetarian']	Desserts | Hansha Kera Fry : Friteerattu banaani peruna-vehnäjauhotaikinassa ja vaniljajäätelö	Desserts | Hansha Kera Fry: deep-fried banana in potato-wheat flour batter and vanilla ice cream
1616	Mashiro Pukinmäki	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | Edamame papu	Starters / Edamame bean
1617	Mashiro Pukinmäki	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | Sashimi lohi 6kpl	Starters / Sashimi salmon 6pc
1618	Mashiro Pukinmäki	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | Misokeitto	Starters / Miso Soup
1619	Mashiro Pukinmäki	['Gluten-free', 'Vegan', 'Vegetarian']	Sushi | Tonnikala-majo nigiri 2kpl	Sushi / tuna-majo nigiri 2pc
1620	Mashiro Pukinmäki	['Gluten-free', 'Vegan', 'Vegetarian']	Sushi | Ebi Nigiri 2kpl	Sushi / Ebi Nigiri 2pc
1621	Mashiro Pukinmäki	['Gluten-free', 'Vegan', 'Vegetarian']	Sushi | Liekitetty lohinigiri 2kpl	Sushi / flamed lohinigiri 2pc
1622	Mashiro Pukinmäki	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | Japanilainen kana gyoza 30kpl	Mains / Japanese Chicken gyoza 30pc
1623	Mashiro Pukinmäki	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | Japanilainen vege gyoza 30kpl	Mains / Japanese vege gyoza 30pc
1624	Mashiro Pukinmäki	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | Toku Aburidon : Liekitettyä lohta ja riisiä, avocadoa, marinoitu kurkku & tomaattisalaattia	Mains / Toku Aburidon: flamed salmon and rice, avocado, pickled cucumber & tomato salad
1625	Restaurant Puksu Room	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | Kana Parmesanleike : Paneroitua kanan rintafileetä, tomaatti-sipuli- valkosipulikastiketta ja parmesaani juustoa	Mains / Chicken Parmesan cut : breaded chicken breast fillet with tomato-onion-garlic sauce and Parmesan cheese
1626	Restaurant Puksu Room	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | Pippurileike : Paneroitua porsaan ulkofileetä, kerma-pippuri-konjakkikastiketta ja salaattia	Mains / pepper cut : breaded pork sirloin, cream-pepper-cognac sauce and salad
1627	Restaurant Puksu Room	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | Naudan Kebabliha (L,G) : Maustettua talon tomaattikastiketta, salaattia ja valitsemasi lisuke	Mains / beef kebab meat (L, G): spiced house tomato sauce, salad and side dish of your choice
1628	Backyard	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | Buffalomozzarellasalaatti : Buffalomozzarellaa, tomaattia, tuoretta basilikaa, oliiviöljyä ja granaattiomenasiirappia (L) (G)	Starters / Buffalomozzarella salad: Buffalomozzarella, tomato, fresh basil, olive oil and pomegranate syrup (L) (G)
1629	Backyard	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | Serrano : Ilmakuivattua parmankinkkua, tuorejuustoa, hunajamelonia ja tuoretta basilikaa (L) (G)	Starters / Serrano: air-dried Parma ham, cream cheese, honeydew and fresh basil (L) (G)
1630	Backyard	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | Antipastolautanen : Kylmäsavulohta, isoja kapriksia, marinoitua punasipulia, buffalo-mozzarellaa, parmankinkkua, kalamata-oliiveja ja paahdettua siemenpatonkia (L)	Starters / antipasto plate: Cold Smoked Salmon, large capers, pickled red onion, buffalo mozzarella, Parma ham, kalamata olives and roasted seed baguette (L)
1631	Backyard	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | Parmesan-kanaa uunissa : Paneroitua broilerin rintafilettä, italialaista tomaattikastiketta, mozzarella- ja parmesanjuustoa, tuoretta basilikaa, pariloitua kesäkurpitsaa ja grillatut kasvikset	Mains / Parmesan Chicken in the oven: breaded chicken breast fillet, Italian tomato sauce, mozzarella and Parmesan cheese, fresh basil, grilled zucchini and grilled vegetables
1632	Backyard	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | Herkkutattipasta : Herkkutattia, savupekonia, chilia, valkosipulia, oliiviöljyä, sitruunamehua, persiljaa ja tagliatelle-pastaa	Mains / cepet pasta: cepet, smoked bacon, chilli, garlic, olive oil, lemon juice, parsley and tagliatelle pasta
1633	Backyard	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | Pepperoni (pizza napoletana) : Tomaattikastiketta, pepperonimakkaraa ja bufala-mozzarellaa.	Mains / Pepperoni (pizza napoletana): tomato sauce, pepperoni sausage and bufala mozzarella.
1634	Backyard	['Gluten-free', 'Vegan', 'Vegetarian']	Desserts | Mini Cannolo Siciliano 3kpl : Suklainen ricotta-juustolla täytetty cannolo	Desserts / Mini Cannolo Siciliano 3pcs: chocolatey cannolo stuffed with ricotta cheese
1635	Backyard	['Gluten-free', 'Vegan', 'Vegetarian']	Desserts | Crème brûlée -kakkua : Klassinen ranskalainen jälkiruokaherkku	Desserts / Crème brûlée cake: a classic French dessert delicacy
1636	Mashiro Viikki	['Vegan', 'Vegetarian']	Starters | Miso keitto	Starters / Miso soup
1637	Mashiro Viikki	['Vegan', 'Vegetarian']	Starters | Wakame salaatti	Starters | Wakame salad
1638	Mashiro Viikki	['Vegan', 'Vegetarian']	Starters | Edamame-papuja	Starters / Edamame beans
1639	Mashiro Viikki	['Vegan', 'Vegetarian']	Sushi | Lohi futomaki 9kpl	Sushi / salmon futomaki 9pc
1640	Mashiro Viikki	['Vegan', 'Vegetarian']	Sushi | Liekitetty Lohi Nigiri 8kpl	Sushi | flamed salmon Nigiri 8pc
1641	Mashiro Viikki	['Vegan', 'Vegetarian']	Sushi | Nigiri Setti 12kpl	Sushi / Nigiri set 12pc
1642	Mashiro Viikki	['Vegan', 'Vegetarian']	Mains | Lohi Zukedon	Mains / Salmon Zukedon
1643	Mashiro Viikki	['Vegan', 'Vegetarian']	Mains | Mashiro Lohi Poke bowl	Mains / Mashiro salmon Poke bowl
1644	Mashiro Viikki	['Vegan', 'Vegetarian']	Mains | Shoyu kana ramen nuudeli	Mains / Shoyu chicken ramen noodle
1645	Ravintola Thai Thai	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | Paistettua Riisiä ja Tofua	Mains | fried rice and tofu
1646	Ravintola Thai Thai	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | Nuudelia punaisessa currykastikkeessa ja kookosmaidossa	Mains / noodles in red curry sauce and coconut milk
1647	Ravintola Thai Thai	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | Paistettua rapeaa porsasta ja basilikaa	Mains | fried crispy pork and basil
1648	Ravintola Fregatti	['Vegan', 'Vegetarian']	Starters | SCAMPIPANNU : Chili-valkosipulivoissa paistettuja jättirapuja, juureen leivottua leipää	Starters / scampi pan: giant crabs fried in Chili garlic butter, bread baked at the root
1649	Ravintola Fregatti	['Vegan', 'Vegetarian']	Starters | LOHIKEITTO : Perinteinen kermainen lohikeitto ja saaristolaisleipää (L) Lohikeitto saatavana myös pääruokakokoisena	Starters / salmon soup: traditional creamy salmon soup and island (L) salmon soup also available in mains size
1650	Ravintola Fregatti	['Vegan', 'Vegetarian']	Mains | DOUBLE ANGUS SMASH BURGER : 2 x 70g rapeaa smash pihviä ,Väyrysen briossisämpylä, tupla cheddar juusto, paistettu sipulia, tomaatti, suolakurkku, ketsuppi ja amerikkalainen sinappi. (L)	Mains / DOUBLE ANGUS SMASH BURGER: 2 x 70g crispy smash steak ,Väyrynen brioche bun, double cheddar cheese, fried onions, tomato, pickles, ketchup and American mustard. (L)
1651	Ravintola Fregatti	['Vegan', 'Vegetarian']	Mains | FREGATIN MUIKUT : Rapeaksi paistettuja muikkuja, perunamuusia, kirkastettua voita ja hiillostettua sitruunaa (L)	Mains / frigate cheese: crispy fried cheese, mashed potatoes, clarified butter and grilled lemon (L)
1652	Ravintola Fregatti	['Vegan', 'Vegetarian']	Mains | KASVISHERKKUPASTA : Pappardellepastaa, munakoisoa, aurinkokuivattua kirsikkatomaattia, kesäkurpitsaa parmesaanilla ja miedosti chilillä maustetussa kastikkeessa. Päällä grillattua halloumijuustoa. (L)	Mains / vegetable treat pasta: pappardelle pasta,eggplant, sun-dried cherry tomato, zucchini in a sauce with parmesan and mild chilli. Grilled halloumi cheese on top. (L)
1653	Ravintola Fregatti	['Vegan', 'Vegetarian']	Desserts | JUUSTOKAKKU : Tuorejuustokakkua ja vadelma melbaa (L,G)	Desserts / cheesecake: cream cheesecake and raspberry Melba (L, G)
1654	Ravintola Fregatti	['Vegan', 'Vegetarian']	Desserts | RIKKAAT RITARIT : Paistettua sokeri-kanelipitkoa, mansikkahilloa ja vanilijajäätelö (L)	Desserts / rich Knights: fried sugar-cinnamon stick, strawberry jam and vanilla ice cream (L)
1655	Ravintola Fregatti	['Vegan', 'Vegetarian']	Snacks | FREGATIN CLUB SANDWICH : Paahtoleipää jonka sisällä grillattua maalaiskanan rintaa, rapeaksi paahdettua pekonia, cheddarjuustoa, aiolia, jääsalaattia, tomaattia, pikkelöityä jalapenoa ja koururanskalaisia (L)	Snacks / frigate CLUB SANDWICH: toast with grilled country chicken breast, crispy roasted bacon, cheddar cheese, aioli, iceberg lettuce, tomato, pickled jalapeno and gutter fries (L)
1656	Ravintola Fregatti	['Vegan', 'Vegetarian']	Snacks | CAESAR NATURAL : Romainesalaattia, caesarkastiketta, krutonkeja ja parmesaania	Snacks / CAESAR NATURAL: romaine lettuce, Caesar sauce, croutons and Parmesan
1657	Vapiano Itis	['Vegan', 'Vegetarian']	Starters | ANTIPASTI PICCOLO : Italialaista salamia, tulista italialaista makkaraa, ilmakuivattua kinkkua, italialaista kovaa juustoa, Camembert-juustoa, viinirypäleitä, oliiveja sekä leipätikkuja.	Starters / ANTIPASTI PICCOLO: Italian salami, spicy Italian sausage, air-dried ham, Italian hard cheese, Camembert cheese, grapes, olives and breadsticks.
1658	Vapiano Itis	['Vegan', 'Vegetarian']	Starters | BRUSCHETTA : Rapeaksi paahdettua ciabattaa, tomaattia ja rucolaa maustettuna valkosipulilla ja oliiviöljyllä.	Starters / BRUSCHETTA : Crispy Roasted ciabatta, tomato and arugula spiced with garlic and olive oil.
1659	Vapiano Itis	['Vegan', 'Vegetarian']	Starters | ANTIPASTI MASSIMO : Italialaista salamia, mausteista italialaista makkaraa, kovaa italialaista juustoa, Camembert-juustoa, Bruchettaa tomaattiseoksella, oliiveja, leipätikkuja, seka italialaista ilmakuivattua kinkkua. Koristeltu rucolalla ja basilikalla.	Starters / ANTIPASTI MASSIMO: Italian salami, spicy Italian sausage, hard Italian cheese, Camembert cheese, Bruchetta with tomato mixture, olives, breadsticks, and Italian air-dried ham. Decorated with arugula and basil.
1660	Vapiano Itis	['Vegan', 'Vegetarian']	Pasta | POMODORO : Vapianon tomaattikastiketta, kirsikkatomaatteja, sipulia ja italialaista kovaa juustoa.	Pasta / POMODORO: Vapiano tomato sauce, cherry tomatoes, onions and Italian hard cheese.
1661	Vapiano Itis	['Vegan', 'Vegetarian']	Pasta | PESTOKANAPASTA : Mehukas kanafilee, Vapianon basilikapestoa, baby pinaattia, mozzarellaa, valkosipulia ja kirsikkatomaatteja kermakastikkeessa. Suosittelemme pastaksi fusillia.	Pasta / pesto chicken pasta : juicy chicken fillet with basil pesto from Vapiano, baby spinach, mozzarella, garlic and cherry tomatoes in a cream sauce. We recommend fusilli for pasta.
1662	Vapiano Itis	['Vegan', 'Vegetarian']	Pizza | MARGHERITA : Vapianon tomaattikastiketta ja mozzarellaa	Pizza / MARGHERITA: Vapiano tomato sauce and mozzarella
1663	Vapiano Itis	['Vegan', 'Vegetarian']	Pizza | CREMA DI AVOCADO : Vegaanista vuustoa, avokadokastiketta, punasipulia, paprikaa ja kirsikkatomaatteja, viimeistellaan rucolalla ja pinjansiemenilla.	Pizza / CREMA DI AVOCADO: vegan cheese, avocado sauce, red onion, paprika and cherry tomatoes, finished with arugula and pine nuts.
1664	Vapiano Itis	['Vegan', 'Vegetarian']	Desserts | CREMA DI FRAGOLA : Vapianon mascarponevaahtoa ja tuoreita mansikoita.	Desserts / CREMA DI FRAGOLA: mascarpone foam from Vapiano and fresh strawberries.
1665	Vapiano Itis	['Vegan', 'Vegetarian']	Desserts | TIRAMISÙ : Vapianon espressolla maustettu mascarponeherkku.	Desserts / TIRAMISÙ: a mascarpone delicacy flavoured with espresso by Vapiano.
